NAZWA;WK;PK;GK;GT;PT;Typ jednostki;Podtyp jednostki;Kod GUS;Kod MSWiA;Data od;Data do;Miejscowosc;Kod pocztowy;Adres
WIDAWA;10;03;04;2;0;Gmina;Gmina wiejska;1003042;;1994-01-01;;WIDAWA;98-170;Rynek Koúciuszki 10
WODZIERADY;10;03;05;2;0;Gmina;Gmina wiejska;1003052;;1994-01-01;;WODZIERADY;98-105;Wodzierady 24
≥Íczycki;10;04;00;0;1;Powiat;;1004000;;1999-01-01;;£ CZYCA;99-100;pl.Koúciuszki 1
£ CZYCA;10;04;01;1;0;Gmina;Gmina miejska;1004011;;1994-01-01;;£ CZYCA;99-100;ul. Marii Konopnickiej 14
DASZYNA;10;04;02;2;0;Gmina;Gmina wiejska;1004022;;1994-01-01;;DASZYNA;99-107;Daszyna 34
G”RA åW. MA£GORZATY;10;04;03;2;0;Gmina;Gmina wiejska;1004032;;1994-01-01;;G”RA åWI TEJ MA£GORZATY;99-122;GÛra åw. Ma≥gorzaty 44
GRAB”W;10;04;04;2;0;Gmina;Gmina wiejska;1004042;;1994-01-01;;GRAB”W;99-150;ul.1 Maja 21
£ CZYCA;10;04;05;2;0;Gmina;Gmina wiejska;1004052;;1994-01-01;;£ CZYCA;99-100;ul.M Konopnickiej 14
PI•TEK;10;04;06;2;0;Gmina;Gmina wiejska;1004062;;1994-01-01;;PI•TEK;99-120;ul.Rynek 16
åWINICE WARCKIE;10;04;07;2;0;Gmina;Gmina wiejska;1004072;;1994-01-01;;åWINICE WARCKIE;99-140;ul.Szkolna 1
WITONIA;10;04;08;2;0;Gmina;Gmina wiejska;1004082;;1994-01-01;;WITONIA;99-335;ul.Stefana StarzyÒskiego 6A
≥owicki;10;05;00;0;1;Powiat;;1005000;;1999-01-01;;£OWICZ;99-400;ul.Stanis≥awskiego 30
£OWICZ;10;05;01;1;0;Gmina;Gmina miejska;1005011;;1994-01-01;;£OWICZ;99-400;ul.Stary Rynek 1
BIELAWY;10;05;02;2;0;Gmina;Gmina wiejska;1005022;;1994-01-01;;BIELAWY;99-423;ul.Garbarska 11
CH•åNO;10;05;03;2;0;Gmina;Gmina wiejska;1005032;;1994-01-01;;CH•åNO;99-413;
DOMANIEWICE;10;05;04;2;0;Gmina;Gmina wiejska;1005042;;1994-01-01;;DOMANIEWICE;99-434;ul.G≥Ûwna 2
KIERNOZIA;10;05;05;2;0;Gmina;Gmina wiejska;1005052;;1994-01-01;;KIERNOZIA;99-412;ul.Sobocka 1 a
KOCIERZEW PO£UDNIOWY;10;05;06;2;0;Gmina;Gmina wiejska;1005062;;1994-01-01;;KOCIERZEW PO£UDNIOWY;99-414;Kocierzew Po≥udniowy 83
£OWICZ;10;05;07;2;0;Gmina;Gmina wiejska;1005072;;1994-01-01;;£OWICZ;99-400;ul.D≥uga 12
£YSZKOWICE;10;05;08;2;0;Gmina;Gmina wiejska;1005082;;1994-01-01;;£YSZKOWICE;99-420;ul.Gminna 11
NIEBOR”W;10;05;09;2;0;Gmina;Gmina wiejska;1005092;;1994-01-01;;NIEBOR”W;99-416;ul.LegionÛw Polskich 26
ZDUNY;10;05;10;2;0;Gmina;Gmina wiejska;1005102;;1994-01-01;;ZDUNY;99-440;
≥Ûdzki wschodni;10;06;00;0;1;Powiat;;1006000;;1999-01-01;;£”Dè;90-954;ul.Sienkiewicza 3
ANDRESPOL;10;06;02;2;0;Gmina;Gmina wiejska;1006022;;1994-01-01;;ANDRESPOL;95-020;ul.RokiciÒska 123
BR”JCE;10;06;03;2;0;Gmina;Gmina wiejska;1006032;;1994-01-01;;BR”JCE;95-006;
KOLUSZKI;10;06;07;3;0;Gmina;Gmina miejsko-wiejska;1006073;;1994-01-01;;KOLUSZKI;95-040;ul.BrzeziÒska 32
NOWOSOLNA;10;06;08;2;0;Gmina;Gmina wiejska;1006082;;1994-01-01;;£”Dè 35;92-703;ul.Rynek Nowosolna 1
RZG”W;10;06;10;3;0;Gmina;Gmina miejsko-wiejska;1006103;;2006-01-01;;RZG”W;95-030;ul.500-lecia 22
TUSZYN;10;06;11;3;0;Gmina;Gmina miejsko-wiejska;1006113;;1994-01-01;;TUSZYN;95-080;ul.Piotrkowska 2/4
opoczyÒski;10;07;00;0;1;Powiat;;1007000;;1999-01-01;;OPOCZNO;26-300;ul.Kwiatowa 1 a
BIA£ACZ”W;10;07;01;2;0;Gmina;Gmina wiejska;1007012;;1994-01-01;;BIA£ACZ”W;26-307;ul.Piotrkowska 12
DRZEWICA;10;07;02;3;0;Gmina;Gmina miejsko-wiejska;1007023;;1994-01-01;;DRZEWICA;26-340;ul.Staszica 2
MNISZK”W;10;07;03;2;0;Gmina;Gmina wiejska;1007032;;1994-01-01;;MNISZK”W;26-341;ul.PowstaÒcÛw Wielk. 10
OPOCZNO;10;07;04;3;0;Gmina;Gmina miejsko-wiejska;1007043;;1994-01-01;;OPOCZNO;26-300;ul.Staromiejska 6
PARADYØ;10;07;05;2;0;Gmina;Gmina wiejska;1007052;;1994-01-01;;PARADYØ;26-333;ul.Konecka 4
POåWI TNE;10;07;06;2;0;Gmina;Gmina wiejska;1007062;;1994-01-01;;POåWI TNE;26-315;ul.Akacjowa 4
S£AWNO;10;07;07;2;0;Gmina;Gmina wiejska;1007072;;1994-01-01;;S£AWNO;26-332;S≥awno 28 A
ØARN”W;10;07;08;2;0;Gmina;Gmina wiejska;1007082;;1994-01-01;;ØARN”W;26-330;ul.OpoczyÒska 5
pabianicki;10;08;00;0;1;Powiat;;1008000;;1999-01-01;;PABIANICE;95-200;ul.Pi≥sudskiego 2
KONSTANTYN”W £”DZKI;10;08;01;1;0;Gmina;Gmina miejska;1008011;;1994-01-01;;KONSTANTYN”W £”DZKI;95-050;ul.Zgierska 2
PABIANICE;10;08;02;1;0;Gmina;Gmina miejska;1008021;;1994-01-01;;PABIANICE;95-200;ul.Zamkowa 16
D£UT”W;10;08;03;2;0;Gmina;Gmina wiejska;1008032;;1994-01-01;;D£UT”W;95-081;ul.G≥Ûwna 11
DOBRO—;10;08;04;2;0;Gmina;Gmina wiejska;1008042;;1994-01-01;;DOBRO—;95-082;ul.11 listopada 9
KSAWER”W;10;08;05;2;0;Gmina;Gmina wiejska;1008052;;1994-01-01;;KSAWER”W;95-054;ul.Koúciuszki 3 h
LUTOMIERSK;10;08;06;2;0;Gmina;Gmina wiejska;1008062;;1994-01-01;;LUTOMIERSK;98-135;Pl.Jana Paw≥a II nr 11
PABIANICE;10;08;07;2;0;Gmina;Gmina wiejska;1008072;;1994-01-01;;PABIANICE;95-200;ul.Torowa 21
pajÍczaÒski;10;09;00;0;1;Powiat;;1009000;;1999-01-01;;PAJ CZNO;98-330;ul.Parkowa 8/12
DZIA£OSZYN;10;09;01;3;0;Gmina;Gmina miejsko-wiejska;1009013;;1994-01-01;;DZIA£OSZYN;98-355;ul.Pi≥sudskiego 21
KIE£CZYG£”W;10;09;02;2;0;Gmina;Gmina wiejska;1009022;;1994-01-01;;KIE£CZYG£”W;98-358;ul.1000-lecia 25
NOWA BRZEèNICA;10;09;03;2;0;Gmina;Gmina wiejska;1009032;;1994-01-01;;NOWA BRZEèNICA;98-331;ul.Koúciuszki 103
PAJ CZNO;10;09;04;3;0;Gmina;Gmina miejsko-wiejska;1009043;;1994-01-01;;PAJ CZNO;98-330;ul.Parkowa 8/12
RZ•åNIA;10;09;05;2;0;Gmina;Gmina wiejska;1009052;;1994-01-01;;RZ•åNIA;98-332;ul.Koúciuszki 16
SIEMKOWICE;10;09;06;2;0;Gmina;Gmina wiejska;1009062;;1994-01-01;;SIEMKOWICE;98-354;Pl.30-lecia 1
STRZELCE WIELKIE;10;09;07;2;0;Gmina;Gmina wiejska;1009072;;1994-01-01;;STRZELCE WIELKIE;98-337;ul.CzÍstochowska 14
SULMIERZYCE;10;09;08;2;0;Gmina;Gmina wiejska;1009082;;1994-01-01;;SULMIERZYCE;97-520;ul.UrzÍdowa 1
piotrkowski;10;10;00;0;1;Powiat;;1010000;;1999-01-01;;PIOTRK”W TRYBUNALSKI;97-300;al.3-go Maja 33
ALEKSANDR”W;10;10;01;2;0;Gmina;Gmina wiejska;1010012;;1994-01-01;;ALEKSANDR”W;26-337;AleksandrÛw 39
CZARNOCIN;10;10;02;2;0;Gmina;Gmina wiejska;1010022;;1994-01-01;;CZARNOCIN;97-318;ul.G≥Ûwna 142
GORZKOWICE;10;10;03;2;0;Gmina;Gmina wiejska;1010032;;1994-01-01;;GORZKOWICE;97-350;ul.Warszawska 21
GRABICA;10;10;04;2;0;Gmina;Gmina wiejska;1010042;;1994-01-01;;GRABICA;97-306;
£ KI SZLACHECKIE;10;10;05;2;0;Gmina;Gmina wiejska;1010052;;1994-01-01;;£ KI SZLACHECKIE;97-352;£Íki Szlacheckie 13 D
MOSZCZENICA;10;10;06;2;0;Gmina;Gmina wiejska;1010062;;1994-01-01;;MOSZCZENICA;97-310;ul.Kosowska 1
R CZNO;10;10;07;2;0;Gmina;Gmina wiejska;1010072;;1994-01-01;;R CZNO;97-510;ul.Piotrkowska 5
ROZPRZA;10;10;08;2;0;Gmina;Gmina wiejska;1010082;;1994-01-01;;ROZPRZA;97-340;Al.900-lecia 3
SULEJ”W;10;10;09;3;0;Gmina;Gmina miejsko-wiejska;1010093;;1994-01-01;;SULEJ”W;97-330;ul.Konecka 42
WOLA KRZYSZTOPORSKA;10;10;10;2;0;Gmina;Gmina wiejska;1010102;;1994-01-01;;WOLA KRZYSZTOPORSKA;97-371;ul.Koúciuszki 5
WOLB”RZ;10;10;11;3;0;Gmina;Gmina miejsko-wiejska;1010113;;2011-01-01;;WOLB”RZ;97-320;PL. Jagie≥≥y 28
poddÍbicki;10;11;00;0;1;Powiat;;1011000;;1999-01-01;;PODD BICE;99-200;ul.£Íczycka 16
DALIK”W;10;11;01;2;0;Gmina;Gmina wiejska;1011012;;1994-01-01;;DALIK”W;99-205;Pl.PowstaÒcÛw 1
P CZNIEW;10;11;02;2;0;Gmina;Gmina wiejska;1011022;;1994-01-01;;P CZNIEW;99-235;ul.G≥Ûwna 10/12
PODD BICE;10;11;03;3;0;Gmina;Gmina miejsko-wiejska;1011033;;1994-01-01;;PODD BICE;99-200;ul.£Ûdzka 17/21
UNIEJ”W;10;11;04;3;0;Gmina;Gmina miejsko-wiejska;1011043;;1994-01-01;;UNIEJ”W;99-210;ul.Bogumi≥a 13
WARTKOWICE;10;11;05;2;0;Gmina;Gmina wiejska;1011052;;1994-01-01;;WARTKOWICE;99-220;ul.GostkÛw 3a
ZADZIM;10;11;06;2;0;Gmina;Gmina wiejska;1011062;;1994-01-01;;ZADZIM;99-232;Zadzim 44
radomszczaÒski;10;12;00;0;1;Powiat;;1012000;;1999-01-01;;RADOMSKO;97-500;ul.Leszka Czarnego 22
RADOMSKO;10;12;01;1;0;Gmina;Gmina miejska;1012011;;1994-01-01;;RADOMSKO;97-500;ul.Tysiπclecia 5
DOBRYSZYCE;10;12;02;2;0;Gmina;Gmina wiejska;1012022;;1994-01-01;;DOBRYSZYCE;97-505;ul.Wolnoúci 8
GIDLE;10;12;03;2;0;Gmina;Gmina wiejska;1012032;;1994-01-01;;GIDLE;97-540;ul.P≥awiÒska 22
GOMUNICE;10;12;04;2;0;Gmina;Gmina wiejska;1012042;;1994-01-01;;GOMUNICE;97-545;ul.Armii Krajowej 30
KAMIE—SK;10;12;05;3;0;Gmina;Gmina miejsko-wiejska;1012053;;1994-01-01;;KAMIE—SK;97-360;ul.WieluÒska 50
KOBIELE WIELKIE;10;12;06;2;0;Gmina;Gmina wiejska;1012062;;1994-01-01;;KOBIELE WIELKIE;97-524;ul.Reymonta 79
KODR•B;10;12;07;2;0;Gmina;Gmina wiejska;1012072;;1994-01-01;;KODR•B;97-512;ul.22 lipca 7
LGOTA WIELKA;10;12;08;2;0;Gmina;Gmina wiejska;1012082;;1994-01-01;;LGOTA WIELKA;97-565;ul.RadomszczaÒska 60
£ADZICE;10;12;09;2;0;Gmina;Gmina wiejska;1012092;;1994-01-01;;£ADZICE;97-561;ul.Wyzwolenia 36
MAS£OWICE;10;12;10;2;0;Gmina;Gmina wiejska;1012102;;1994-01-01;;MAS£OWICE;97-515;Mas≥owice 4
PRZEDB”RZ;10;12;11;3;0;Gmina;Gmina miejsko-wiejska;1012113;;1994-01-01;;PRZEDB”RZ;97-570;ul.Mostowa 29
RADOMSKO;10;12;12;2;0;Gmina;Gmina wiejska;1012122;;1994-01-01;;RADOMSKO;97-500;ul.Pi≥sudskiego 34
WIELGOM£YNY;10;12;13;2;0;Gmina;Gmina wiejska;1012132;;1994-01-01;;WIELGOM£YNY;97-525;Rynek 1
ØYTNO;10;12;14;2;0;Gmina;Gmina wiejska;1012142;;1994-01-01;;ØYTNO;97-532;ul.KrÛtka 4
rawski;10;13;00;0;1;Powiat;;1013000;;1999-01-01;;RAWA MAZOWIECKA;96-200;pl.Wolnoúci 1
RAWA MAZOWIECKA;10;13;01;1;0;Gmina;Gmina miejska;1013011;;1994-01-01;;RAWA MAZOWIECKA;96-200;Pl.Marsza≥ka J.Pi≥sudskiego4
BIA£A RAWSKA;10;13;02;3;0;Gmina;Gmina miejsko-wiejska;1013023;;1994-01-01;;BIA£A RAWSKA;96-230;ul.Zjednoczenia 11
CIEL•DZ;10;13;03;2;0;Gmina;Gmina wiejska;1013032;;1994-01-01;;CIEL•DZ;96-214;
RAWA MAZOWIECKA;10;13;04;2;0;Gmina;Gmina wiejska;1013042;;1994-01-01;;RAWA MAZOWIECKA;96-200;ul.Koúciuszki 5
REGN”W;10;13;05;2;0;Gmina;Gmina wiejska;1013052;;1994-01-01;;REGN”W;96-232;
SADKOWICE;10;13;06;2;0;Gmina;Gmina wiejska;1013062;;1994-01-01;;SADKOWICE;96-206;
sieradzki;10;14;00;0;1;Powiat;;1014000;;1999-01-01;;SIERADZ;98-200;pl.WojewÛdzki 3
SIERADZ;10;14;01;1;0;Gmina;Gmina miejska;1014011;;1994-01-01;;SIERADZ;98-200;Pl.WojewÛdzki 1
B£ASZKI;10;14;02;3;0;Gmina;Gmina miejsko-wiejska;1014023;;1994-01-01;;B£ASZKI;98-235;pl.Niepodleg≥oúci 13
BR•SZEWICE;10;14;03;2;0;Gmina;Gmina wiejska;1014032;;1994-01-01;;BR•SZEWICE;98-277;
BRZEèNIO;10;14;04;2;0;Gmina;Gmina wiejska;1014042;;1994-01-01;;BRZEèNIO;98-275;ul.WspÛlna 44
BURZENIN;10;14;05;2;0;Gmina;Gmina wiejska;1014052;;1994-01-01;;BURZENIN;98-260;ul.Sieradzka 1
GOSZCZAN”W;10;14;06;2;0;Gmina;Gmina wiejska;1014062;;1994-01-01;;GOSZCZAN”W;98-215;ul.Kaliska 19
KLONOWA;10;14;07;2;0;Gmina;Gmina wiejska;1014072;;1994-01-01;;KLONOWA;98-271;ul.Ks.Dalaka 2
SIERADZ;10;14;08;2;0;Gmina;Gmina wiejska;1014082;;1994-01-01;;SIERADZ;98-200;ul.Warcka 8
WARTA;10;14;09;3;0;Gmina;Gmina miejsko-wiejska;1014093;;1994-01-01;;WARTA;98-290;Rynek Reymonta 1
WR”BLEW;10;14;10;2;0;Gmina;Gmina wiejska;1014102;;1994-01-01;;WR”BLEW;98-285;WrÛblew 15
Z£OCZEW;10;14;11;3;0;Gmina;Gmina miejsko-wiejska;1014113;;1994-01-01;;Z£OCZEW;98-270;ul.Szeroka 17
skierniewicki;10;15;00;0;1;Powiat;;1015000;;1999-01-01;;SKIERNIEWICE;96-100;ul.Konstytucji 3 Maja 6
BOLIM”W;10;15;01;2;0;Gmina;Gmina wiejska;1015012;;1994-01-01;;BOLIM”W;99-417;ul.£owicka 9
G£UCH”W;10;15;02;2;0;Gmina;Gmina wiejska;1015022;;1994-01-01;;G£UCH”W;96-130;Aleja Klonowa 5
GODZIAN”W;10;15;03;2;0;Gmina;Gmina wiejska;1015032;;1994-01-01;;GODZIAN”W;96-126;GodzianÛw 163 A
KOWIESY;10;15;04;2;0;Gmina;Gmina wiejska;1015042;;1994-01-01;;KOWIESY;96-111;
LIPCE REYMONTOWSKIE;10;15;05;2;0;Gmina;Gmina wiejska;1015052;;1994-01-01;;LIPCE REYMONTOWSKIE;96-127;ul.Lipce Reymontowskie 24
MAK”W;10;15;06;2;0;Gmina;Gmina wiejska;1015062;;1994-01-01;;MAK”W;96-124;ul.G≥Ûwna 12
NOWY KAW CZYN;10;15;07;2;0;Gmina;Gmina wiejska;1015072;;1994-01-01;;NOWY KAW CZYN;96-115;Nowy KawÍczyn 32
SKIERNIEWICE;10;15;08;2;0;Gmina;Gmina wiejska;1015082;;1994-01-01;;SKIERNIEWICE;96-100;ul.Reymonta 23
S£UPIA;10;15;09;2;0;Gmina;Gmina wiejska;1015092;;1994-01-01;;S£UPIA;96-128;S≥upia 136
tomaszowski;10;16;00;0;1;Powiat;;1016000;;1999-01-01;;TOMASZ”W MAZOWIECKI;97-200;ul.åw.Antoniego 26
TOMASZ”W MAZOWIECKI;10;16;01;1;0;Gmina;Gmina miejska;1016011;;1994-01-01;;TOMASZ”W MAZOWIECKI;97-200;ul.POW 10/16
B DK”W;10;16;02;2;0;Gmina;Gmina wiejska;1016022;;1994-01-01;;B DK”W;97-319;ul.Parkowa 3
BUDZISZEWICE;10;16;03;2;0;Gmina;Gmina wiejska;1016032;;1994-01-01;;BUDZISZEWICE;97-212;ul.J. Ch. Paska 66
CZERNIEWICE;10;16;04;2;0;Gmina;Gmina wiejska;1016042;;1994-01-01;;CZERNIEWICE;97-216;ul.Mazowiecka 42
INOW£”DZ;10;16;05;2;0;Gmina;Gmina wiejska;1016052;;1994-01-01;;INOW£”DZ;97-215;ul.Spalska 2
LUBOCHNIA;10;16;06;2;0;Gmina;Gmina wiejska;1016062;;1994-01-01;;LUBOCHNIA;97-217;ul.Tomaszowska 9
ROKICINY;10;16;07;2;0;Gmina;Gmina wiejska;1016072;;1994-01-01;;ROKICINY;97-221;ul.Tomaszowska 9
RZECZYCA;10;16;08;2;0;Gmina;Gmina wiejska;1016082;;1994-01-01;;RZECZYCA;97-220;ul.Tomaszowska 2
TOMASZ”W MAZOWIECKI;10;16;09;2;0;Gmina;Gmina wiejska;1016092;;1994-01-01;;TOMASZ”W MAZOWIECKI;97-200;ul.Moúcickiego 4
UJAZD;10;16;10;2;0;Gmina;Gmina wiejska;1016102;;1994-01-01;;UJAZD;97-225;PL.Koúciuszki 6
ØELECHLINEK;10;16;11;2;0;Gmina;Gmina wiejska;1016112;;1994-01-01;;ØELECHLINEK;97-226;Pl.Tysiπclecia 1
wieluÒski;10;17;00;0;1;Powiat;;1017000;;1999-01-01;;WIELU—;98-300;pl.Kazimierza Wielkiego 2
BIA£A;10;17;01;2;0;Gmina;Gmina wiejska;1017012;;1994-01-01;;BIA£A;98-350;Bia≥a II 4b
CZARNOØY£Y;10;17;02;2;0;Gmina;Gmina wiejska;1017022;;1994-01-01;;CZARNOØY£Y;98-310;Czarnoøy≥y 47 B
KONOPNICA;10;17;03;2;0;Gmina;Gmina wiejska;1017032;;1994-01-01;;KONOPNICA;98-313;Rynek 15
MOKRSKO;10;17;04;2;0;Gmina;Gmina wiejska;1017042;;1994-01-01;;MOKRSKO;98-345;Mokrsko 231
OSJAK”W;10;17;05;2;0;Gmina;Gmina wiejska;1017052;;1994-01-01;;OSJAK”W;98-320;ul.Targowa 26
OSTR”WEK;10;17;06;2;0;Gmina;Gmina wiejska;1017062;;1994-01-01;;OSTR”WEK;98-311;OstrÛwek 115
P•TN”W;10;17;07;2;0;Gmina;Gmina wiejska;1017072;;1994-01-01;;P•TN”W;98-335;PπtnÛw 48
SKOMLIN;10;17;08;2;0;Gmina;Gmina wiejska;1017082;;1994-01-01;;SKOMLIN;98-346;ul.Trojanowskiego 1
WIELU—;10;17;09;3;0;Gmina;Gmina miejsko-wiejska;1017093;;1994-01-01;;WIELU—;98-300;Pl.Kazimierza Wielkiego 1
WIERZCHLAS;10;17;10;2;0;Gmina;Gmina wiejska;1017102;;1994-01-01;;WIERZCHLAS;98-324;ul.Szkolna 7
wieruszowski;10;18;00;0;1;Powiat;;1018000;;1999-01-01;;WIERUSZ”W;98-400;ul.Rynek 1/7
BOLES£AWIEC;10;18;01;2;0;Gmina;Gmina wiejska;1018012;;1994-01-01;;BOLES£AWIEC;98-430;ul.Rynek 1
CZASTARY;10;18;02;2;0;Gmina;Gmina wiejska;1018022;;1994-01-01;;CZASTARY;98-410;ul.Wolnoúci 29
GALEWICE;10;18;03;2;0;Gmina;Gmina wiejska;1018032;;1994-01-01;;GALEWICE;98-405;ul.WieluÒska 5
LUTUT”W;10;18;04;2;0;Gmina;Gmina wiejska;1018042;;1994-01-01;;LUTUT”W;98-360;ul.Klonowska 8
£UBNICE;10;18;05;2;0;Gmina;Gmina wiejska;1018052;;1994-01-01;;£UBNICE;98-432;ul.Gen. Sikorskiego 102
SOKOLNIKI;10;18;06;2;0;Gmina;Gmina wiejska;1018062;;1994-01-01;;SOKOLNIKI;98-420;ul.Pi≥sudskiego 1
WIERUSZ”W;10;18;07;3;0;Gmina;Gmina miejsko-wiejska;1018073;;1994-01-01;;WIERUSZ”W;98-400;ul.Rynek 1-7
zduÒskowolski;10;19;00;0;1;Powiat;;1019000;;1999-01-01;;ZDU—SKA WOLA;98-220;ul.Z≥otnickiego 25
ZDU—SKA WOLA;10;19;01;1;0;Gmina;Gmina miejska;1019011;;1994-01-01;;ZDU—SKA WOLA;98-220;ul.S.Z≥otnickiego 12
SZADEK;10;19;02;3;0;Gmina;Gmina miejsko-wiejska;1019023;;1994-01-01;;SZADEK;98-240;ul.Warszawska 3
ZAPOLICE;10;19;03;2;0;Gmina;Gmina wiejska;1019032;;1994-01-01;;ZAPOLICE;98-161;Pl.Straøacki 5
ZDU—SKA WOLA;10;19;04;2;0;Gmina;Gmina wiejska;1019042;;1994-01-01;;ZDU—SKA WOLA;98-220;ul.Zielona 30
zgierski;10;20;00;0;1;Powiat;;1020000;;1999-01-01;;ZGIERZ;95-100;ul.Sadowa 6A
G£OWNO;10;20;01;1;0;Gmina;Gmina miejska;1020011;;1994-01-01;;G£OWNO;95-015;ul.M≥ynarska 15
OZORK”W;10;20;02;1;0;Gmina;Gmina miejska;1020021;;1994-01-01;;OZORK”W;95-035;ul.Wigury 1
ZGIERZ;10;20;03;1;0;Gmina;Gmina miejska;1020031;;1994-01-01;;ZGIERZ;95-100;ul.Stary Rynek 1
ALEKSANDR”W £”DZKI;10;20;04;3;0;Gmina;Gmina miejsko-wiejska;1020043;;1994-01-01;;ALEKSANDR”W £”DZKI;95-070;Plac Koúciuszki 2
G£OWNO;10;20;05;2;0;Gmina;Gmina wiejska;1020052;;1994-01-01;;G£OWNO;95-015;ul.KiliÒskiego 2
OZORK”W;10;20;06;2;0;Gmina;Gmina wiejska;1020062;;1994-01-01;;OZORK”W;95-035;ul.Wigury 14
PARZ CZEW;10;20;07;2;0;Gmina;Gmina wiejska;1020072;;1994-01-01;;PARZ CZEW;95-045;ul.Po≥udniowa 1
STRYK”W;10;20;08;3;0;Gmina;Gmina miejsko-wiejska;1020083;;1994-01-01;;STRYK”W;95-010;ul. Koúciuszki 27
ZGIERZ;10;20;09;2;0;Gmina;Gmina wiejska;1020092;;1994-01-01;;ZGIERZ;95-100;ul.£Íczycka 4
brzeziÒski;10;21;00;0;1;Powiat;;1021000;;2002-01-01;;BRZEZINY;95-060;ul.Sienkiewicza 16
BRZEZINY;10;21;01;1;0;Gmina;Gmina miejska;1021011;;2002-01-01;;BRZEZINY;96-140;ul.Sienkiewicza 16
BRZEZINY;10;21;02;2;0;Gmina;Gmina wiejska;1021022;;2002-01-01;;BRZEZINY;95-060;ul.Sienkiewicza 16
DMOSIN;10;21;03;2;0;Gmina;Gmina wiejska;1021032;;2002-01-01;;DMOSIN;96-061;
JEØ”W;10;21;04;2;0;Gmina;Gmina wiejska;1021042;;2002-01-01;;JEØ”W;95-047;ul.Kwiatowa 1
ROG”W;10;21;05;2;0;Gmina;Gmina wiejska;1021052;;2002-01-01;;ROG”W;95-063;ul.Øeromskiego 23
£Ûdü;10;61;00;0;2;Miasto na prawach powiatu;;1061000;;1999-01-01;;£”Dè;90-113;ul.Sienkiewicza 5
PiotrkÛw Trybunalski;10;62;00;0;2;Miasto na prawach powiatu;;1062000;;1999-01-01;;PIOTRK”W TRYBUNALSKI;97-300;Pasaø Rudowskiego 10
Skierniewice;10;63;00;0;2;Miasto na prawach powiatu;;1063000;;1999-01-01;;SKIERNIEWICE;96-100;ul.Rynek 1
ma≥opolskie;12;00;00;0;0;WojewÛdztwo;;1200000;;1999-01-01;;KrakÛw;31-156;ul.Basztowa 22
bocheÒski;12;01;00;0;1;Powiat;;1201000;;1999-01-01;;BOCHNIA;32-700;ul.KazimierzaWielkiego 31
BOCHNIA;12;01;01;1;0;Gmina;Gmina miejska;1201011;;1994-01-01;;BOCHNIA;32-700;ul.Kazimierza Wielkiego 2
BOCHNIA;12;01;02;2;0;Gmina;Gmina wiejska;1201022;;1994-01-01;;BOCHNIA;32-700;ul.Kazimierza Wielkiego 26
DRWINIA;12;01;03;2;0;Gmina;Gmina wiejska;1201032;;1994-01-01;;DRWINIA;32-709;Drwinia 57
LIPNICA MUROWANA;12;01;04;2;0;Gmina;Gmina wiejska;1201042;;1994-01-01;;LIPNICA MUROWANA;32-724;Rynek 44
£APAN”W;12;01;05;2;0;Gmina;Gmina wiejska;1201052;;1994-01-01;;£APAN”W;32-740;£apanÛw 34
NOWY WIåNICZ;12;01;06;3;0;Gmina;Gmina miejsko-wiejska;1201063;;1994-01-01;;NOWY WIåNICZ;32-720;Rynek 38
RZEZAWA;12;01;07;2;0;Gmina;Gmina wiejska;1201072;;1994-01-01;;RZEZAWA;32-765;ul.D≥uga 21
TRZCIANA;12;01;08;2;0;Gmina;Gmina wiejska;1201082;;1994-01-01;;TRZCIANA;32-733;Trzciana 302
ØEGOCINA;12;01;09;2;0;Gmina;Gmina wiejska;1201092;;1994-01-01;;ØEGOCINA;32-731;Øegocina 316
brzeski;12;02;00;0;1;Powiat;;1202000;;1999-01-01;;BRZESKO;32-800;ul.G≥owackiego 51
BORZ CIN;12;02;01;2;0;Gmina;Gmina wiejska;1202012;;1994-01-01;;BORZ CIN;32-825;BorzÍcin 583 G
BRZESKO;12;02;02;3;0;Gmina;Gmina miejsko-wiejska;1202023;;1994-01-01;;BRZESKO;32-800;ul.G≥owackiego 51
CZCH”W;12;02;03;3;0;Gmina;Gmina miejsko-wiejska;1202033;;1994-01-01;;CZCH”W;32-860;Rynek 12
D BNO;12;02;04;2;0;Gmina;Gmina wiejska;1202042;;1994-01-01;;D BNO;32-852;Wola DÍbiÒska 240
GNOJNIK;12;02;05;2;0;Gmina;Gmina wiejska;1202052;;1994-01-01;;GNOJNIK;32-864;Gnojnik 363
IWKOWA;12;02;06;2;0;Gmina;Gmina wiejska;1202062;;1994-01-01;;IWKOWA;32-861;Iwkowa
SZCZUROWA;12;02;07;2;0;Gmina;Gmina wiejska;1202072;;1994-01-01;;SZCZUROWA;32-820;ul.Lwowska 2
chrzanowski;12;03;00;0;1;Powiat;;1203000;;1999-01-01;;CHRZAN”W;32-500;ul. PartyzanÛw 2
ALWERNIA;12;03;01;3;0;Gmina;Gmina miejsko-wiejska;1203013;;1994-01-01;;ALWERNIA;32-566;ul.GÍsikowskiego 7
BABICE;12;03;02;2;0;Gmina;Gmina wiejska;1203022;;1994-01-01;;BABICE;32-551;Babice 417
CHRZAN”W;12;03;03;3;0;Gmina;Gmina miejsko-wiejska;1203033;;1994-01-01;;CHRZAN”W;32-500;Al.Henryka 20
